year,key,deaths,survivors
2006,Ferry/positioning                ,0,3.0
2006,Fire fighting                    ,0,0.0
2006,Illegal Flight                   ,0,0.0
2006,International Scheduled Passenger,0,222.0
2006,Military                         ,16,5.0
2006,Non Scheduled Passenger          ,0,12.0
2006,Official state flight            ,0,0.0
2006,Parachuting                      ,0,0.0
2006,Passenger                        ,0,0.0
2006,Private                          ,0,0.0
2006,Scheduled Passenger              ,154,234.0
2006,Survey/research                  ,0,0.0
2006,Test                             ,0,3.0
2006,Training                         ,0,0.0
2006,Unknown                          ,0,5.0
2007,"Aerial Work (Calibration, Photo) ",0,0.0
2007,Agricultural                     ,0,0.0
2007,Ambulance                        ,0,0.0
2007,Cargo                            ,4,19.0
2007,Demonstration                    ,0,0.0
2007,Executive                        ,3,19.0
2007,Ferry/positioning                ,1,4.0
2007,Fire fighting                    ,0,0.0
2007,Illegal Flight                   ,0,0.0
2007,International Scheduled Passenger,0,44.0
2007,Military                         ,0,0.0
2007,Non Scheduled Passenger          ,1,126.0
2007,Official state flight            ,0,0.0
2007,Parachuting                      ,0,0.0
2007,Passenger                        ,0,10.0
2007,Private                          ,1,5.0
2007,Scheduled Passenger              ,0,493.0
2007,Survey/research                  ,2,0.0
2007,Test                             ,0,0.0
2007,Training                         ,0,0.0
2007,Unknown                          ,2,8.0
2008,"Aerial Work (Calibration, Photo) ",0,0.0
2008,Agricultural                     ,0,0.0
2008,Ambulance                        ,0,0.0
2008,Cargo                            ,8,12.0
2008,Demonstration                    ,0,0.0
2008,Executive                        ,12,12.0
2008,Ferry/positioning                ,1,0.0
2008,Fire fighting                    ,0,0.0
2008,Illegal Flight                   ,0,0.0
2008,International Scheduled Passenger,0,325.0
2008,Military                         ,0,0.0
2008,Non Scheduled Passenger          ,0,20.0
2008,Official state flight            ,0,0.0
2008,Parachuting                      ,0,0.0
2008,Passenger                        ,0,0.0
2008,Private                          ,2,12.0
2008,Scheduled Passenger              ,2,143.0
2008,Survey/research                  ,0,0.0
2008,Test                             ,3,0.0
2008,Training                         ,0,0.0
2008,Unknown                          ,0,0.0
2009,"Aerial Work (Calibration, Photo) ",0,0.0
2009,Agricultural                     ,0,0.0
2009,Ambulance                        ,0,6.0
2009,Cargo                            ,9,4.0
2009,Demonstration                    ,0,0.0
2009,Executive                        ,0,0.0
2009,Ferry/positioning                ,1,5.0
2009,Fire fighting                    ,0,0.0
2009,Illegal Flight                   ,0,0.0
2009,International Scheduled Passenger,0,289.0
2009,Military                         ,7,43.0
2009,Non Scheduled Passenger          ,0,0.0
2009,Official state flight            ,0,0.0
2009,Parachuting                      ,0,0.0
2009,Passenger                        ,0,21.0
2009,Private                          ,4,4.0
2009,Scheduled Passenger              ,31,156.0
2009,Survey/research                  ,0,0.0
2009,Test                             ,0,0.0
2009,Training                         ,0,0.0
2009,Unknown                          ,2,2.0
2010,"Aerial Work (Calibration, Photo) ",0,0.0
2010,Agricultural                     ,0,0.0
2010,Ambulance                        ,0,0.0
2010,Cargo                            ,8,9.0
2010,Demonstration                    ,0,0.0
2010,Executive                        ,0,10.0
2010,Ferry/positioning                ,0,0.0
2010,Fire fighting                    ,0,0.0
2010,Illegal Flight                   ,0,0.0
2010,International Scheduled Passenger,0,0.0
2010,Military                         ,21,2.0
2010,Non Scheduled Passenger          ,5,4.0
2010,Official state flight            ,0,0.0
2010,Parachuting                      ,0,10.0
2010,Passenger                        ,0,0.0
2010,Private                          ,0,0.0
2010,Scheduled Passenger              ,286,398.0
2010,Survey/research                  ,0,0.0
2010,Test                             ,0,0.0
2010,Training                         ,0,0.0
2010,Unknown                          ,0,0.0
2011,"Aerial Work (Calibration, Photo) ",0,0.0
2011,Agricultural                     ,0,0.0
2011,Ambulance                        ,0,0.0
2011,Cargo                            ,3,1.0
2011,Demonstration                    ,0,0.0
2011,Executive                        ,0,0.0
2011,Ferry/positioning                ,0,0.0
2011,Fire fighting                    ,0,0.0
2011,Illegal Flight                   ,0,0.0
2011,International Scheduled Passenger,0,119.0
2011,Military                         ,105,11.0
2011,Non Scheduled Passenger          ,3,21.0
2011,Official state flight            ,0,0.0
2011,Parachuting                      ,0,0.0
2011,Passenger                        ,0,0.0
2011,Private                          ,0,8.0
2011,Scheduled Passenger              ,52,384.0
2011,Survey/research                  ,0,0.0
2011,Test                             ,0,0.0
2011,Training                         ,0,4.0
2011,Unknown                          ,0,0.0
2012,"Aerial Work (Calibration, Photo) ",0,0.0
2012,Agricultural                     ,0,0.0
2012,Ambulance                        ,0,0.0
2012,Cargo                            ,4,3.0
2012,Demonstration                    ,0,0.0
2012,Executive                        ,2,3.0
2012,Ferry/positioning                ,0,4.0
2012,Fire fighting                    ,0,0.0
2012,Illegal Flight                   ,0,0.0
2012,International Scheduled Passenger,0,196.0
2012,Military                         ,33,0.0
2012,Non Scheduled Passenger          ,0,57.0
2012,Official state flight            ,0,0.0
2012,Parachuting                      ,0,0.0
2012,Passenger                        ,0,0.0
2012,Private                          ,0,0.0
2012,Scheduled Passenger              ,2,104.0
2012,Survey/research                  ,0,0.0
2012,Test                             ,0,2.0
2012,Training                         ,0,0.0
2012,Unknown                          ,0,3.0
2013,"Aerial Work (Calibration, Photo) ",0,0.0
2013,Agricultural                     ,0,0.0
2013,Ambulance                        ,0,0.0
2013,Cargo                            ,2,3.0
2013,Demonstration                    ,0,0.0
2013,Executive                        ,0,0.0
2013,Ferry/positioning                ,6,2.0
2013,Fire fighting                    ,0,0.0
2013,Illegal Flight                   ,0,0.0
2013,International Scheduled Passenger,0,569.0
2013,Military                         ,0,0.0
2013,Non Scheduled Passenger          ,16,95.0
2013,Official state flight            ,0,0.0
2013,Parachuting                      ,0,0.0
2013,Passenger                        ,0,0.0
2013,Private                          ,6,0.0
2013,Scheduled Passenger              ,11,180.0
2013,Survey/research                  ,0,0.0
2013,Test                             ,0,0.0
2013,Training                         ,1,0.0
2013,Unknown                          ,0,7.0
2014,"Aerial Work (Calibration, Photo) ",0,0.0
2014,Agricultural                     ,0,0.0
2014,Ambulance                        ,0,0.0
2014,Cargo                            ,21,1.0
2014,Demonstration                    ,0,0.0
2014,Executive                        ,9,0.0
2014,Ferry/positioning                ,1,0.0
2014,Fire fighting                    ,0,0.0
2014,Illegal Flight                   ,0,0.0
2014,International Scheduled Passenger,1,630.0
2014,Military                         ,5,0.0
2014,Non Scheduled Passenger          ,4,145.0
2014,Official state flight            ,0,0.0
2014,Parachuting                      ,0,0.0
2014,Passenger                        ,0,0.0
2014,Private                          ,5,7.0
2014,Scheduled Passenger              ,0,238.0
2014,Survey/research                  ,0,0.0
2014,Test                             ,0,3.0
2014,Training                         ,0,0.0
2014,Unknown                          ,7,0.0
2015,"Aerial Work (Calibration, Photo) ",0,0.0
2015,Agricultural                     ,0,0.0
2015,Ambulance                        ,0,0.0
2015,Cargo                            ,0,7.0
2015,Demonstration                    ,0,0.0
2015,Executive                        ,0,10.0
2015,Ferry/positioning                ,0,5.0
2015,Fire fighting                    ,0,0.0
2015,Illegal Flight                   ,0,0.0
2015,International Scheduled Passenger,0,0.0
2015,Military                         ,32,0.0
2015,Non Scheduled Passenger          ,0,4.0
2015,Official state flight            ,0,0.0
2015,Parachuting                      ,3,17.0
2015,Passenger                        ,0,0.0
2015,Private                          ,0,3.0
2015,Scheduled Passenger              ,64,368.0
2015,Survey/research                  ,3,0.0
2015,Test                             ,0,0.0
2015,Training                         ,0,0.0
2015,Unknown                          ,9,0.0
2016,"Aerial Work (Calibration, Photo) ",0,0.0
2016,Agricultural                     ,0,0.0
2016,Ambulance                        ,0,8.0
2016,Cargo                            ,5,3.0
2016,Demonstration                    ,0,0.0
2016,Executive                        ,0,7.0
2016,Ferry/positioning                ,0,0.0
2016,Fire fighting                    ,0,0.0
2016,Illegal Flight                   ,0,0.0
2016,International Scheduled Passenger,0,0.0
2016,Military                         ,43,3.0
2016,Non Scheduled Passenger          ,4,7.0
2016,Official state flight            ,5,0.0
2016,Parachuting                      ,0,15.0
2016,Passenger                        ,0,0.0
2016,Private                          ,6,14.0
2016,Scheduled Passenger              ,47,388.0
2016,Survey/research                  ,0,0.0
2016,Test                             ,0,0.0
2016,Training                         ,0,0.0
2016,Unknown                          ,0,0.0
2017,"Aerial Work (Calibration, Photo) ",0,0.0
2017,Agricultural                     ,0,0.0
2017,Ambulance                        ,12,7.0
2017,Cargo                            ,1,0.0
2017,Demonstration                    ,0,0.0
2017,Executive                        ,0,0.0
2017,Ferry/positioning                ,0,0.0
2017,Fire fighting                    ,0,0.0
2017,Illegal Flight                   ,0,0.0
2017,International Scheduled Passenger,0,0.0
2017,Military                         ,0,0.0
2017,Non Scheduled Passenger          ,0,16.0
2017,Official state flight            ,0,0.0
2017,Parachuting                      ,0,0.0
2017,Passenger                        ,0,7.0
2017,Private                          ,0,0.0
2017,Scheduled Passenger              ,1,24.0
2017,Survey/research                  ,0,0.0
2017,Test                             ,0,0.0
2017,Training                         ,0,0.0
2017,Unknown                          ,0,0.0
2018,"Aerial Work (Calibration, Photo) ",0,0.0
2018,Agricultural                     ,0,0.0
2018,Ambulance                        ,0,0.0
2018,Cargo                            ,0,2.0
2018,Demonstration                    ,0,0.0
2018,Executive                        ,0,0.0
2018,Ferry/positioning                ,0,0.0
2018,Fire fighting                    ,0,0.0
2018,Illegal Flight                   ,0,0.0
2018,International Scheduled Passenger,0,0.0
2018,Military                         ,18,0.0
2018,Non Scheduled Passenger          ,1,18.0
2018,Official state flight            ,0,0.0
2018,Parachuting                      ,0,0.0
2018,Passenger                        ,0,0.0
2018,Private                          ,2,15.0
2018,Scheduled Passenger              ,0,105.0
2018,Survey/research                  ,0,0.0
2018,Test                             ,0,0.0
2018,Training                         ,0,0.0
2018,Unknown                          ,0,2.0
