year,key,count,fatalities
1994,Non Scheduled Passenger,5,22
1994,Official state flight,0,0
1994,Parachuting,0,0
1994,Passenger,0,0
1994,Private,0,0
1994,Scheduled Passenger,7,85
1994,Survey/research,0,0
1994,Test,0,0
1994,Training,0,0
1994,Unknown,0,0
1995,"Aerial Work (Calibration, Photo)",0,0
1995,Agricultural,0,0
1995,Ambulance,0,0
1995,Cargo,5,13
1995,Demonstration,0,0
1995,Executive,2,0
1995,Ferry/positioning,3,1
1995,Fire fighting,1,2
1995,Illegal Flight,0,0
1995,International Scheduled Passenger,4,136
1995,Military,2,78
1995,Non Scheduled Passenger,2,53
1995,Official state flight,0,0
1995,Parachuting,0,0
1995,Passenger,0,0
1995,Private,0,0
1995,Scheduled Passenger,11,79
1995,Survey/research,0,0
1995,Test,0,0
1995,Training,1,2
1995,Unknown,1,2
1996,"Aerial Work (Calibration, Photo)",0,0
1996,Agricultural,0,0
1996,Ambulance,0,0
1996,Cargo,9,50
1996,Demonstration,0,0
1996,Executive,0,0
1996,Ferry/positioning,0,0
1996,Fire fighting,0,0
1996,Illegal Flight,0,0
1996,International Scheduled Passenger,5,425
1996,Military,4,37
1996,Non Scheduled Passenger,3,5
1996,Official state flight,0,0
1996,Parachuting,0,0
1996,Passenger,0,0
1996,Private,1,3
1996,Scheduled Passenger,8,169
1996,Survey/research,0,0
1996,Test,1,6
1996,Training,0,0
1996,Unknown,0,0
1997,"Aerial Work (Calibration, Photo)",0,0
1997,Agricultural,0,0
1997,Ambulance,0,0
1997,Cargo,5,4
1997,Demonstration,0,0
1997,Executive,1,1
1997,Ferry/positioning,1,3
1997,Fire fighting,0,0
1997,Illegal Flight,0,0
1997,International Scheduled Passenger,3,1
1997,Military,3,38
1997,Non Scheduled Passenger,3,19
1997,Official state flight,0,0
1997,Parachuting,0,0
1997,Passenger,0,0
1997,Private,1,3
1997,Scheduled Passenger,9,12
1997,Survey/research,0,0
1997,Test,0,0
1997,Training,0,0
1997,Unknown,0,0
1998,"Aerial Work (Calibration, Photo)",0,0
1998,Agricultural,0,0
1998,Ambulance,0,0
1998,Cargo,8,9
1998,Demonstration,0,0
1998,Executive,0,0
1998,Ferry/positioning,3,3
1998,Fire fighting,0,0
1998,Illegal Flight,0,0
1998,International Scheduled Passenger,3,299
1998,Military,1,0
1998,Non Scheduled Passenger,1,3
1998,Official state flight,0,0
1998,Parachuting,0,0
1998,Passenger,0,0
1998,Private,0,0
1998,Scheduled Passenger,10,202
1998,Survey/research,0,0
1998,Test,1,2
1998,Training,0,0
1998,Unknown,1,0
1999,"Aerial Work (Calibration, Photo)",0,0
1999,Agricultural,0,0
1999,Ambulance,0,0
1999,Cargo,6,14
1999,Demonstration,0,0
1999,Executive,3,3
1999,Ferry/positioning,2,2
1999,Fire fighting,0,0
1999,Illegal Flight,1,1
1999,International Scheduled Passenger,2,217
1999,Military,1,16
1999,Non Scheduled Passenger,4,3
1999,Official state flight,0,0
1999,Parachuting,0,0
1999,Passenger,0,0
1999,Private,2,3
1999,Scheduled Passenger,11,159
1999,Survey/research,0,0
1999,Test,0,0
1999,Training,1,0
1999,Unknown,0,0
2000,"Aerial Work (Calibration, Photo)",0,0
2000,Agricultural,0,0
2000,Ambulance,1,5
2000,Cargo,4,5
2000,Demonstration,0,0
2000,Executive,1,2
2000,Ferry/positioning,2,1
2000,Fire fighting,0,0
2000,Illegal Flight,0,0
2000,International Scheduled Passenger,5,227
2000,Military,2,2
2000,Non Scheduled Passenger,5,57
2000,Official state flight,0,0
2000,Parachuting,0,0
2000,Passenger,0,0
2000,Private,1,1
2000,Scheduled Passenger,2,0
2000,Survey/research,0,0
2000,Test,1,0
2000,Training,0,0
2000,Unknown,0,0
2001,"Aerial Work (Calibration, Photo)",0,0
2001,Agricultural,0,0
2001,Ambulance,0,0
2001,Cargo,5,4
2001,Demonstration,0,0
2001,Executive,2,0
2001,Ferry/positioning,5,5
2001,Fire fighting,0,0
2001,Illegal Flight,0,0
2001,International Scheduled Passenger,5,378
2001,Military,0,0
2001,Non Scheduled Passenger,4,24
2001,Official state flight,0,0
2001,Parachuting,0,0
2001,Passenger,0,0
2001,Private,1,0
2001,Scheduled Passenger,6,163
2001,Survey/research,0,0
2001,Test,0,0
2001,Training,0,0
2001,Unknown,0,0
2002,"Aerial Work (Calibration, Photo)",0,0
2002,Agricultural,0,0
2002,Ambulance,1,0
2002,Cargo,2,1
2002,Demonstration,0,0
2002,Executive,0,0
2002,Ferry/positioning,3,3
2002,Fire fighting,1,3
2002,Illegal Flight,0,0
2002,International Scheduled Passenger,1,20
2002,Military,0,0
2002,Non Scheduled Passenger,5,52
2002,Official state flight,0,0
2002,Parachuting,0,0
2002,Passenger,0,0
2002,Private,0,0
2002,Scheduled Passenger,8,53
2002,Survey/research,1,3
2002,Test,1,0
2002,Training,1,0
2002,Unknown,1,1
2003,"Aerial Work (Calibration, Photo)",0,0
2003,Agricultural,0,0
2003,Ambulance,0,0
2003,Cargo,8,8
2003,Demonstration,0,0
2003,Executive,1,0
2003,Ferry/positioning,3,4
2003,Fire fighting,0,0
2003,Illegal Flight,0,0
2003,International Scheduled Passenger,1,141
2003,Military,1,5
2003,Non Scheduled Passenger,5,91
2003,Official state flight,0,0
2003,Parachuting,0,0
2003,Passenger,0,0
2003,Private,1,2
2003,Scheduled Passenger,9,125
2003,Survey/research,0,0
2003,Test,0,0
2003,Training,0,0
2003,Unknown,0,0
2004,"Aerial Work (Calibration, Photo)",0,0
2004,Agricultural,0,0
2004,Ambulance,0,0
2004,Cargo,8,11
2004,Demonstration,0,0
2004,Executive,1,0
2004,Ferry/positioning,2,8
2004,Fire fighting,0,0
2004,Illegal Flight,0,0
2004,International Scheduled Passenger,1,0
2004,Military,0,0
2004,Non Scheduled Passenger,2,0
2004,Official state flight,0,0
2004,Parachuting,0,0
2004,Passenger,1,0
2004,Private,1,0
2004,Scheduled Passenger,5,53
2004,Survey/research,0,0
2004,Test,0,0
2004,Training,0,0
2004,Unknown,0,0
2005,"Aerial Work (Calibration, Photo)",0,0
2005,Agricultural,0,0
2005,Ambulance,1,0
2005,Cargo,3,3
2005,Demonstration,0,0
2005,Executive,0,0
2005,Ferry/positioning,2,0
2005,Fire fighting,0,0
2005,Illegal Flight,0,0
2005,International Scheduled Passenger,2,23
2005,Military,1,3
2005,Non Scheduled Passenger,3,176
2005,Official state flight,0,0
2005,Parachuting,0,0
2005,Passenger,0,0
2005,Private,0,0
2005,Scheduled Passenger,7,168
2005,Survey/research,0,0
2005,Test,0,0
2005,Training,0,0
2005,Unknown,0,0
2006,"Aerial Work (Calibration, Photo)",0,0
2006,Agricultural,0,0
2006,Ambulance,0,0
2006,Cargo,7,0
2006,Demonstration,1,1
2006,Executive,3,0
2006,Ferry/positioning,1,0
2006,Fire fighting,0,0
2006,Illegal Flight,0,0
2006,International Scheduled Passenger,2,0
2006,Military,2,16
2006,Non Scheduled Passenger,1,0
2006,Official state flight,0,0
2006,Parachuting,0,0
2006,Passenger,0,0
2006,Private,0,0
2006,Scheduled Passenger,3,154
2006,Survey/research,0,0
2006,Test,1,0
2006,Training,0,0
2006,Unknown,1,0
2007,"Aerial Work (Calibration, Photo)",0,0
2007,Agricultural,0,0
2007,Ambulance,0,0
2007,Cargo,5,4
2007,Demonstration,0,0
2007,Executive,4,3
2007,Ferry/positioning,3,1
2007,Fire fighting,0,0
2007,Illegal Flight,0,0
2007,International Scheduled Passenger,1,0
2007,Military,0,0
2007,Non Scheduled Passenger,2,1
2007,Official state flight,0,0
2007,Parachuting,0,0
2007,Passenger,1,0
2007,Private,2,1
2007,Scheduled Passenger,9,0
2007,Survey/research,1,2
2007,Test,0,0
2007,Training,0,0
2007,Unknown,2,2
2008,"Aerial Work (Calibration, Photo)",0,0
2008,Agricultural,0,0
2008,Ambulance,0,0
2008,Cargo,5,8
2008,Demonstration,0,0
2008,Executive,4,12
2008,Ferry/positioning,1,1
2008,Fire fighting,0,0
2008,Illegal Flight,0,0
2008,International Scheduled Passenger,3,0
2008,Military,0,0
2008,Non Scheduled Passenger,2,0
2008,Official state flight,0,0
2008,Parachuting,0,0
2008,Passenger,0,0
2008,Private,2,2
2008,Scheduled Passenger,3,2
2008,Survey/research,0,0
2008,Test,1,3
2008,Training,0,0
2008,Unknown,0,0
2009,"Aerial Work (Calibration, Photo)",0,0
2009,Agricultural,0,0
2009,Ambulance,1,0
2009,Cargo,2,9
2009,Demonstration,0,0
2009,Executive,0,0
2009,Ferry/positioning,2,1
2009,Fire fighting,0,0
2009,Illegal Flight,0,0
2009,International Scheduled Passenger,1,0
2009,Military,4,7
2009,Non Scheduled Passenger,0,0
2009,Official state flight,0,0
2009,Parachuting,0,0
2009,Passenger,1,0
2009,Private,2,4
2009,Scheduled Passenger,7,31
2009,Survey/research,0,0
2009,Test,0,0
2009,Training,0,0
2009,Unknown,2,2
2010,"Aerial Work (Calibration, Photo)",0,0
2010,Agricultural,0,0
2010,Ambulance,0,0
2010,Cargo,4,8
2010,Demonstration,0,0
2010,Executive,2,0
2010,Ferry/positioning,0,0
2010,Fire fighting,0,0
2010,Illegal Flight,0,0
2010,International Scheduled Passenger,0,0
2010,Military,3,21
2010,Non Scheduled Passenger,1,5
2010,Official state flight,0,0
2010,Parachuting,1,0
2010,Passenger,0,0
2010,Private,0,0
2010,Scheduled Passenger,9,286
2010,Survey/research,0,0
2010,Test,0,0
2010,Training,0,0
2010,Unknown,0,0
2011,"Aerial Work (Calibration, Photo)",0,0
2011,Agricultural,0,0
2011,Ambulance,0,0
2011,Cargo,2,3
2011,Demonstration,0,0
2011,Executive,0,0
2011,Ferry/positioning,0,0
2011,Fire fighting,0,0
2011,Illegal Flight,0,0
2011,International Scheduled Passenger,1,0
2011,Military,3,105
2011,Non Scheduled Passenger,3,3
2011,Official state flight,0,0
2011,Parachuting,0,0
2011,Passenger,0,0
2011,Private,1,0
2011,Scheduled Passenger,8,52
2011,Survey/research,0,0
2011,Test,0,0
2011,Training,1,0
2011,Unknown,0,0
2012,"Aerial Work (Calibration, Photo)",0,0
2012,Agricultural,0,0
2012,Ambulance,0,0
2012,Cargo,2,4
2012,Demonstration,0,0
2012,Executive,2,2
2012,Ferry/positioning,2,0
2012,Fire fighting,0,0
2012,Illegal Flight,0,0
2012,International Scheduled Passenger,1,0
2012,Military,2,33
2012,Non Scheduled Passenger,1,0
2012,Official state flight,0,0
2012,Parachuting,0,0
2012,Passenger,0,0
2012,Private,0,0
2012,Scheduled Passenger,4,2
2012,Survey/research,0,0
2012,Test,1,0
2012,Training,0,0
2012,Unknown,1,0
2013,"Aerial Work (Calibration, Photo)",0,0
2013,Agricultural,0,0
2013,Ambulance,0,0
2013,Cargo,2,2
2013,Demonstration,0,0
2013,Executive,0,0
2013,Ferry/positioning,3,6
2013,Fire fighting,0,0
2013,Illegal Flight,0,0
2013,International Scheduled Passenger,3,0
2013,Military,0,0
2013,Non Scheduled Passenger,4,16
2013,Official state flight,0,0
2013,Parachuting,0,0
2013,Passenger,0,0
2013,Private,2,6
2013,Scheduled Passenger,6,11
2013,Survey/research,0,0
2013,Test,0,0
2013,Training,1,1
2013,Unknown,1,0
2014,"Aerial Work (Calibration, Photo)",0,0
2014,Agricultural,0,0
2014,Ambulance,0,0
2014,Cargo,5,21
2014,Demonstration,0,0
2014,Executive,1,9
2014,Ferry/positioning,1,1
2014,Fire fighting,0,0
2014,Illegal Flight,0,0
2014,International Scheduled Passenger,4,1
2014,Military,1,5
2014,Non Scheduled Passenger,5,4
2014,Official state flight,0,0
2014,Parachuting,0,0
2014,Passenger,0,0
2014,Private,3,5
2014,Scheduled Passenger,2,0
2014,Survey/research,0,0
2014,Test,1,0
2014,Training,0,0
2014,Unknown,1,7
2015,"Aerial Work (Calibration, Photo)",0,0
2015,Agricultural,0,0
2015,Ambulance,0,0
2015,Cargo,2,0
2015,Demonstration,0,0
2015,Executive,2,0
2015,Ferry/positioning,3,0
2015,Fire fighting,0,0
2015,Illegal Flight,0,0
2015,International Scheduled Passenger,0,0
2015,Military,3,32
2015,Non Scheduled Passenger,1,0
2015,Official state flight,0,0
2015,Parachuting,2,3
2015,Passenger,0,0
2015,Private,1,0
2015,Scheduled Passenger,7,64
2015,Survey/research,1,3
2015,Test,0,0
2015,Training,0,0
2015,Unknown,1,9
2016,"Aerial Work (Calibration, Photo)",0,0
2016,Agricultural,0,0
2016,Ambulance,1,0
2016,Cargo,2,5
2016,Demonstration,0,0
2016,Executive,2,0
2016,Ferry/positioning,0,0
2016,Fire fighting,0,0
2016,Illegal Flight,0,0
2016,International Scheduled Passenger,0,0
2016,Military,3,43
2016,Non Scheduled Passenger,1,4
2016,Official state flight,1,5
2016,Parachuting,1,0
2016,Passenger,0,0
2016,Private,3,6
2016,Scheduled Passenger,4,47
2016,Survey/research,0,0
2016,Test,0,0
2016,Training,0,0
2016,Unknown,0,0
2017,"Aerial Work (Calibration, Photo)",0,0
2017,Agricultural,0,0
2017,Ambulance,3,12
2017,Cargo,1,1
2017,Demonstration,0,0
2017,Executive,0,0
2017,Ferry/positioning,0,0
2017,Fire fighting,0,0
2017,Illegal Flight,0,0
2017,International Scheduled Passenger,0,0
2017,Military,0,0
2017,Non Scheduled Passenger,1,0
2017,Official state flight,0,0
2017,Parachuting,0,0
2017,Passenger,1,0
2017,Private,0,0
2017,Scheduled Passenger,1,1
2017,Survey/research,0,0
2017,Test,0,0
2017,Training,0,0
2017,Unknown,0,0
2018,"Aerial Work (Calibration, Photo)",0,0
2018,Agricultural,0,0
2018,Ambulance,0,0
2018,Cargo,1,0
2018,Demonstration,0,0
2018,Executive,0,0
2018,Ferry/positioning,0,0
