year,key,deaths,survivors
1971,Missing,0,0.0
1971,Navigational error,0,0.0
1971,Overloaded,0,0.0
1971,Passenger door failure,0,0.0
1971,Premature gear retraction on take-off,0,0.0
1971,Runway excursion,0,0.0
1971,Runway incursion,0,0.0
1971,Sabotage,0,0.0
1971,Shot down from the ground,0,0.0
1971,Shutdown of wrong engine,0,0.0
1971,Simulated engine failure,0,0.0
1971,Tail failure,0,0.0
1971,Tailstrike,0,0.0
1971,Thunderstorm,0,0.0
1971,Turbulence,0,0.0
1971,Uncontained engine failure,0,0.0
1971,VFR flight in IMC,0,0.0
1971,Wheel(s) up landing,0,0.0
1971,Windshear/downdraft,0,0.0
1971,Wing failure,0,0.0
1971,Wrong installation of parts,0,0.0
1971,Wrong takeoff configuration (flaps/trim),0,0.0
1972,All engine powerloss,0,0.0
1972,Bird strike,0,0.0
1972,Cargo door failure,0,0.0
1972,Cargo fire/smoke,0,0.0
1972,Cause undetermined,400,175.0
1972,Centre of Gravity outside limits,0,0.0
1972,Controlled Flight Into Terrain,112,24.0
1972,Distraction in cockpit,0,0.0
1972,Ditching,6,0.0
1972,Engine separation,6,0.0
1972,Failure to follow AD and SB's,0,0.0
1972,Flightcrew  un(der)qualified,0,0.0
1972,Flightcrew incapacitation,0,0.0
1972,"Flightcrew member's alcohol, drug usage",17,0.0
1972,Forced landing on runway,0,0.0
1972,Forced landing outside airport,0,0.0
1972,Fuel starvation,3,0.0
1972,Fuselage failure,0,0.0
1972,Ground collision,0,0.0
1972,Hijack,0,47.0
1972,Icing,0,0.0
1972,Insufficient rest / fatigue,0,0.0
1972,Landing or takeoff on wrong runway,0,0.0
1972,Lightningstrike,0,0.0
1972,Locked rudders/ailerons/gustlock,0,0.0
1972,Loss of control,104,33.0
1972,Loss of situational awareness,0,0.0
1972,Low visibility,22,3.0
1972,Mid air collision,22,0.0
1972,Missing,0,0.0
1972,Navigational error,0,0.0
1972,Overloaded,0,0.0
1972,Passenger door failure,0,0.0
1972,Premature gear retraction on take-off,0,0.0
1972,Runway excursion,0,0.0
1972,Runway incursion,0,0.0
1972,Sabotage,0,0.0
1972,Shot down from the ground,0,0.0
1972,Shutdown of wrong engine,0,0.0
1972,Simulated engine failure,0,0.0
1972,Tail failure,0,0.0
1972,Tailstrike,0,0.0
1972,Thunderstorm,0,0.0
1972,Turbulence,0,0.0
1972,Uncontained engine failure,0,0.0
1972,VFR flight in IMC,0,0.0
1972,Wheel(s) up landing,0,0.0
1972,Windshear/downdraft,0,0.0
1972,Wing failure,133,0.0
1972,Wrong installation of parts,0,0.0
1972,Wrong takeoff configuration (flaps/trim),0,0.0
1973,All engine powerloss,0,0.0
1973,Bird strike,0,0.0
1973,Cargo door failure,0,0.0
1973,Cargo fire/smoke,0,0.0
1973,Cause undetermined,539,489.0
1973,Centre of Gravity outside limits,0,0.0
1973,Controlled Flight Into Terrain,24,1.0
1973,Distraction in cockpit,0,0.0
1973,Ditching,0,0.0
1973,Engine separation,0,0.0
1973,Failure to follow AD and SB's,0,0.0
1973,Flightcrew  un(der)qualified,0,0.0
1973,Flightcrew incapacitation,0,0.0
1973,"Flightcrew member's alcohol, drug usage",0,0.0
1973,Forced landing on runway,0,0.0
1973,Forced landing outside airport,0,0.0
1973,Fuel starvation,0,0.0
1973,Fuselage failure,0,0.0
1973,Ground collision,0,0.0
1973,Hijack,1,202.0
1973,Icing,0,0.0
1973,Insufficient rest / fatigue,0,0.0
1973,Landing or takeoff on wrong runway,0,0.0
1973,Lightningstrike,0,0.0
1973,Locked rudders/ailerons/gustlock,0,0.0
1973,Loss of control,23,0.0
1973,Loss of situational awareness,0,0.0
1973,Low visibility,48,17.0
1973,Mid air collision,0,0.0
1973,Missing,0,0.0
1973,Navigational error,0,0.0
1973,Overloaded,0,0.0
1973,Passenger door failure,0,0.0
1973,Premature gear retraction on take-off,0,0.0
1973,Runway excursion,0,122.0
1973,Runway incursion,0,0.0
1973,Sabotage,0,0.0
1973,Shot down from the ground,0,0.0
1973,Shutdown of wrong engine,0,0.0
1973,Simulated engine failure,0,0.0
1973,Tail failure,0,0.0
1973,Tailstrike,0,0.0
1973,Thunderstorm,0,0.0
1973,Turbulence,0,0.0
1973,Uncontained engine failure,0,0.0
1973,VFR flight in IMC,11,0.0
1973,Wheel(s) up landing,0,0.0
1973,Windshear/downdraft,0,168.0
1973,Wing failure,0,0.0
1973,Wrong installation of parts,0,0.0
1973,Wrong takeoff configuration (flaps/trim),0,0.0
1974,All engine powerloss,0,0.0
1974,Bird strike,0,0.0
1974,Cargo door failure,0,0.0
1974,Cargo fire/smoke,0,0.0
1974,Cause undetermined,40,31.0
1974,Centre of Gravity outside limits,0,0.0
1974,Controlled Flight Into Terrain,39,2.0
1974,Distraction in cockpit,72,10.0
1974,Ditching,0,0.0
1974,Engine separation,0,0.0
1974,Failure to follow AD and SB's,0,0.0
1974,Flightcrew  un(der)qualified,0,0.0
1974,Flightcrew incapacitation,0,0.0
1974,"Flightcrew member's alcohol, drug usage",0,0.0
1974,Forced landing on runway,0,0.0
1974,Forced landing outside airport,0,0.0
1974,Fuel starvation,0,0.0
1974,Fuselage failure,0,0.0
1974,Ground collision,0,0.0
1974,Hijack,0,0.0
1974,Icing,3,0.0
1974,Insufficient rest / fatigue,0,0.0
1974,Landing or takeoff on wrong runway,0,0.0
1974,Lightningstrike,0,0.0
1974,Locked rudders/ailerons/gustlock,0,0.0
1974,Loss of control,2,4.0
1974,Loss of situational awareness,0,0.0
1974,Low visibility,0,0.0
1974,Mid air collision,0,0.0
1974,Missing,0,0.0
1974,Navigational error,0,0.0
1974,Overloaded,0,0.0
1974,Passenger door failure,0,0.0
1974,Premature gear retraction on take-off,0,0.0
1974,Runway excursion,0,3.0
1974,Runway incursion,0,0.0
1974,Sabotage,0,0.0
1974,Shot down from the ground,0,0.0
1974,Shutdown of wrong engine,0,0.0
1974,Simulated engine failure,0,0.0
1974,Tail failure,0,0.0
1974,Tailstrike,0,0.0
1974,Thunderstorm,0,0.0
1974,Turbulence,4,0.0
1974,Uncontained engine failure,0,0.0
1974,VFR flight in IMC,0,0.0
1974,Wheel(s) up landing,0,0.0
1974,Windshear/downdraft,0,0.0
1974,Wing failure,0,0.0
1974,Wrong installation of parts,0,0.0
1974,Wrong takeoff configuration (flaps/trim),0,0.0
1975,All engine powerloss,0,0.0
1975,Bird strike,0,139.0
1975,Cargo door failure,0,0.0
1975,Cargo fire/smoke,0,0.0
1975,Cause undetermined,237,860.0
1975,Centre of Gravity outside limits,0,0.0
1975,Controlled Flight Into Terrain,50,22.0
1975,Distraction in cockpit,0,0.0
1975,Ditching,0,0.0
1975,Engine separation,0,0.0
1975,Failure to follow AD and SB's,0,0.0
1975,Flightcrew  un(der)qualified,0,0.0
1975,Flightcrew incapacitation,0,0.0
1975,"Flightcrew member's alcohol, drug usage",0,0.0
1975,Forced landing on runway,0,0.0
1975,Forced landing outside airport,0,0.0
1975,Fuel starvation,0,26.0
1975,Fuselage failure,0,0.0
1975,Ground collision,0,0.0
1975,Hijack,0,0.0
1975,Icing,3,42.0
1975,Insufficient rest / fatigue,0,0.0
1975,Landing or takeoff on wrong runway,0,0.0
1975,Lightningstrike,0,0.0
1975,Locked rudders/ailerons/gustlock,0,0.0
1975,Loss of control,0,0.0
1975,Loss of situational awareness,0,0.0
1975,Low visibility,0,0.0
1975,Mid air collision,0,0.0
1975,Missing,0,0.0
1975,Navigational error,0,0.0
1975,Overloaded,0,0.0
1975,Passenger door failure,0,0.0
1975,Premature gear retraction on take-off,0,0.0
1975,Runway excursion,0,57.0
1975,Runway incursion,0,0.0
1975,Sabotage,0,0.0
1975,Shot down from the ground,0,0.0
1975,Shutdown of wrong engine,0,0.0
1975,Simulated engine failure,0,0.0
1975,Tail failure,0,0.0
1975,Tailstrike,0,0.0
1975,Thunderstorm,0,0.0
1975,Turbulence,0,0.0
1975,Uncontained engine failure,0,0.0
1975,VFR flight in IMC,0,0.0
1975,Wheel(s) up landing,0,0.0
1975,Windshear/downdraft,0,0.0
1975,Wing failure,11,0.0
1975,Wrong installation of parts,0,0.0
1975,Wrong takeoff configuration (flaps/trim),0,0.0
1976,All engine powerloss,0,0.0
1976,Bird strike,0,0.0
1976,Cargo door failure,0,0.0
1976,Cargo fire/smoke,0,0.0
1976,Cause undetermined,62,238.0
1976,Centre of Gravity outside limits,0,9.0
1976,Controlled Flight Into Terrain,59,0.0
1976,Distraction in cockpit,0,0.0
1976,Ditching,0,0.0
1976,Engine separation,0,0.0
1976,Failure to follow AD and SB's,0,0.0
1976,Flightcrew  un(der)qualified,0,0.0
1976,Flightcrew incapacitation,0,0.0
1976,"Flightcrew member's alcohol, drug usage",0,0.0
1976,Forced landing on runway,0,0.0
1976,Forced landing outside airport,0,0.0
1976,Fuel starvation,0,0.0
1976,Fuselage failure,0,0.0
1976,Ground collision,0,0.0
1976,Hijack,1,19.0
1976,Icing,0,0.0
1976,Insufficient rest / fatigue,0,0.0
1976,Landing or takeoff on wrong runway,0,0.0
1976,Lightningstrike,0,0.0
1976,Locked rudders/ailerons/gustlock,0,0.0
1976,Loss of control,36,0.0
1976,Loss of situational awareness,0,0.0
1976,Low visibility,0,0.0
1976,Mid air collision,46,0.0
1976,Missing,2,0.0
1976,Navigational error,154,0.0
1976,Overloaded,0,0.0
1976,Passenger door failure,0,0.0
1976,Premature gear retraction on take-off,0,0.0
1976,Runway excursion,0,24.0
1976,Runway incursion,0,0.0
1976,Sabotage,73,0.0
1976,Shot down from the ground,0,0.0
1976,Shutdown of wrong engine,0,0.0
1976,Simulated engine failure,0,0.0
1976,Tail failure,2,1.0
1976,Tailstrike,0,0.0
1976,Thunderstorm,18,0.0
1976,Turbulence,0,0.0
1976,Uncontained engine failure,95,0.0
1976,VFR flight in IMC,0,0.0
1976,Wheel(s) up landing,0,0.0
1976,Windshear/downdraft,0,0.0
1976,Wing failure,0,0.0
1976,Wrong installation of parts,0,0.0
1976,Wrong takeoff configuration (flaps/trim),0,0.0
1977,All engine powerloss,0,0.0
1977,Bird strike,0,0.0
1977,Cargo door failure,0,0.0
1977,Cargo fire/smoke,0,0.0
1977,Cause undetermined,121,65.0
1977,Centre of Gravity outside limits,29,0.0
1977,Controlled Flight Into Terrain,12,1.0
1977,Distraction in cockpit,0,0.0
1977,Ditching,0,0.0
1977,Engine separation,0,0.0
1977,Failure to follow AD and SB's,0,0.0
1977,Flightcrew  un(der)qualified,0,0.0
1977,Flightcrew incapacitation,0,0.0
1977,"Flightcrew member's alcohol, drug usage",0,0.0
1977,Forced landing on runway,0,0.0
1977,Forced landing outside airport,0,0.0
1977,Fuel starvation,0,0.0
1977,Fuselage failure,0,0.0
1977,Ground collision,0,0.0
1977,Hijack,104,87.0
1977,Icing,0,0.0
1977,Insufficient rest / fatigue,0,0.0
1977,Landing or takeoff on wrong runway,0,0.0
1977,Lightningstrike,0,0.0
1977,Locked rudders/ailerons/gustlock,0,0.0
1977,Loss of control,0,0.0
1977,Loss of situational awareness,0,0.0
1977,Low visibility,0,0.0
1977,Mid air collision,0,0.0
1977,Missing,4,0.0
1977,Navigational error,0,0.0
1977,Overloaded,0,0.0
1977,Passenger door failure,0,0.0
1977,Premature gear retraction on take-off,0,0.0
1977,Runway excursion,0,0.0
1977,Runway incursion,0,0.0
1977,Sabotage,0,0.0
1977,Shot down from the ground,0,0.0
1977,Shutdown of wrong engine,0,0.0
1977,Simulated engine failure,0,0.0
1977,Tail failure,0,0.0
1977,Tailstrike,0,0.0
1977,Thunderstorm,0,0.0
1977,Turbulence,0,0.0
1977,Uncontained engine failure,0,0.0
1977,VFR flight in IMC,33,0.0
1977,Wheel(s) up landing,0,0.0
1977,Windshear/downdraft,0,0.0
1977,Wing failure,0,0.0
1977,Wrong installation of parts,0,0.0
1977,Wrong takeoff configuration (flaps/trim),0,0.0
1978,All engine powerloss,0,0.0
1978,Bird strike,0,0.0
1978,Cargo door failure,0,0.0
1978,Cargo fire/smoke,0,0.0
1978,Cause undetermined,105,192.0
1978,Centre of Gravity outside limits,0,0.0
1978,Controlled Flight Into Terrain,4,0.0
1978,Distraction in cockpit,0,0.0
1978,Ditching,0,0.0
1978,Engine separation,0,0.0
1978,Failure to follow AD and SB's,0,0.0
1978,Flightcrew  un(der)qualified,0,0.0
1978,Flightcrew incapacitation,0,0.0
1978,"Flightcrew member's alcohol, drug usage",0,0.0
1978,Forced landing on runway,0,0.0
1978,Forced landing outside airport,0,0.0
1978,Fuel starvation,0,0.0
1978,Fuselage failure,0,0.0
1978,Ground collision,0,0.0
1978,Hijack,0,23.0
1978,Icing,0,0.0
1978,Insufficient rest / fatigue,0,0.0
1978,Landing or takeoff on wrong runway,0,0.0
1978,Lightningstrike,6,0.0
1978,Locked rudders/ailerons/gustlock,0,0.0
1978,Loss of control,0,0.0
1978,Loss of situational awareness,0,0.0
1978,Low visibility,0,0.0
1978,Mid air collision,0,0.0
1978,Missing,0,0.0
1978,Navigational error,0,0.0
1978,Overloaded,0,0.0
1978,Passenger door failure,0,0.0
1978,Premature gear retraction on take-off,0,0.0
1978,Runway excursion,0,0.0
1978,Runway incursion,0,0.0
1978,Sabotage,0,0.0
1978,Shot down from the ground,0,0.0
1978,Shutdown of wrong engine,0,0.0
1978,Simulated engine failure,0,0.0
1978,Tail failure,0,0.0
1978,Tailstrike,0,394.0
1978,Thunderstorm,0,0.0
1978,Turbulence,0,0.0
1978,Uncontained engine failure,0,0.0
1978,VFR flight in IMC,0,0.0
1978,Wheel(s) up landing,0,0.0
1978,Windshear/downdraft,0,0.0
1978,Wing failure,0,0.0
1978,Wrong installation of parts,0,0.0
1978,Wrong takeoff configuration (flaps/trim),0,7.0
1979,All engine powerloss,0,0.0
1979,Bird strike,0,0.0
1979,Cargo door failure,0,0.0
1979,Cargo fire/smoke,0,0.0
1979,Cause undetermined,265,30.0
1979,Centre of Gravity outside limits,0,0.0
1979,Controlled Flight Into Terrain,69,0.0
1979,Distraction in cockpit,0,0.0
1979,Ditching,0,3.0
1979,Engine separation,0,0.0
1979,Failure to follow AD and SB's,0,0.0
1979,Flightcrew  un(der)qualified,0,0.0
1979,Flightcrew incapacitation,0,0.0
1979,"Flightcrew member's alcohol, drug usage",0,0.0
1979,Forced landing on runway,0,0.0
1979,Forced landing outside airport,0,0.0
1979,Fuel starvation,0,0.0
1979,Fuselage failure,0,0.0
1979,Ground collision,0,0.0
1979,Hijack,0,217.0
1979,Icing,0,0.0
1979,Insufficient rest / fatigue,0,0.0
1979,Landing or takeoff on wrong runway,0,0.0
1979,Lightningstrike,0,0.0
1979,Locked rudders/ailerons/gustlock,0,0.0
1979,Loss of control,6,0.0
1979,Loss of situational awareness,0,0.0
1979,Low visibility,0,0.0
1979,Mid air collision,0,0.0
1979,Missing,0,0.0
1979,Navigational error,0,0.0
1979,Overloaded,0,0.0
1979,Passenger door failure,0,0.0
1979,Premature gear retraction on take-off,0,0.0
1979,Runway excursion,14,245.0
1979,Runway incursion,0,0.0
1979,Sabotage,0,78.0
1979,Shot down from the ground,0,0.0
1979,Shutdown of wrong engine,0,0.0
1979,Simulated engine failure,0,0.0
1979,Tail failure,0,0.0
1979,Tailstrike,0,0.0
1979,Thunderstorm,0,0.0
1979,Turbulence,0,0.0
1979,Uncontained engine failure,0,0.0
1979,VFR flight in IMC,0,0.0
1979,Wheel(s) up landing,0,0.0
1979,Windshear/downdraft,0,0.0
1979,Wing failure,0,0.0
1979,Wrong installation of parts,0,0.0
1979,Wrong takeoff configuration (flaps/trim),0,0.0
1980,All engine powerloss,0,0.0
1980,Bird strike,0,0.0
1980,Cargo door failure,0,0.0
1980,Cargo fire/smoke,0,0.0
1980,Cause undetermined,403,171.0
1980,Centre of Gravity outside limits,0,0.0
1980,Controlled Flight Into Terrain,51,0.0
1980,Distraction in cockpit,0,0.0
1980,Ditching,0,0.0
1980,Engine separation,0,0.0
1980,Failure to follow AD and SB's,0,0.0
1980,Flightcrew  un(der)qualified,0,0.0
1980,Flightcrew incapacitation,0,0.0
1980,"Flightcrew member's alcohol, drug usage",0,0.0
1980,Forced landing on runway,0,0.0
1980,Forced landing outside airport,0,0.0
1980,Fuel starvation,0,0.0
1980,Fuselage failure,0,0.0
1980,Ground collision,0,0.0
1980,Hijack,0,59.0
1980,Icing,0,0.0
1980,Insufficient rest / fatigue,0,0.0
1980,Landing or takeoff on wrong runway,0,0.0
1980,Lightningstrike,0,0.0
1980,Locked rudders/ailerons/gustlock,0,0.0
1980,Loss of control,70,0.0
1980,Loss of situational awareness,0,0.0
1980,Low visibility,0,0.0
1980,Mid air collision,0,0.0
1980,Missing,0,0.0
1980,Navigational error,0,0.0
1980,Overloaded,0,0.0
1980,Passenger door failure,0,0.0
1980,Premature gear retraction on take-off,0,0.0
1980,Runway excursion,0,0.0
1980,Runway incursion,0,0.0
1980,Sabotage,0,44.0
1980,Shot down from the ground,0,0.0
1980,Shutdown of wrong engine,0,0.0
1980,Simulated engine failure,0,0.0
1980,Tail failure,0,0.0
1980,Tailstrike,0,0.0
1980,Thunderstorm,0,0.0
1980,Turbulence,3,0.0
1980,Uncontained engine failure,0,0.0
1980,VFR flight in IMC,20,0.0
1980,Wheel(s) up landing,0,0.0
1980,Windshear/downdraft,0,0.0
1980,Wing failure,0,0.0
1980,Wrong installation of parts,0,0.0
1980,Wrong takeoff configuration (flaps/trim),0,0.0
1981,All engine powerloss,0,0.0
1981,Bird strike,0,0.0
1981,Cargo door failure,0,0.0
1981,Cargo fire/smoke,0,0.0
1981,Cause undetermined,216,44.0
1981,Centre of Gravity outside limits,0,0.0
1981,Controlled Flight Into Terrain,0,0.0
1981,Distraction in cockpit,0,0.0
1981,Ditching,0,0.0
1981,Engine separation,0,0.0
1981,Failure to follow AD and SB's,0,0.0
1981,Flightcrew  un(der)qualified,0,0.0
1981,Flightcrew incapacitation,0,0.0
1981,"Flightcrew member's alcohol, drug usage",0,10.0
1981,Forced landing on runway,0,0.0
1981,Forced landing outside airport,0,0.0
1981,Fuel starvation,0,0.0
1981,Fuselage failure,0,0.0
1981,Ground collision,0,0.0
1981,Hijack,0,109.0
1981,Icing,0,0.0
1981,Insufficient rest / fatigue,0,0.0
1981,Landing or takeoff on wrong runway,0,0.0
1981,Lightningstrike,0,0.0
1981,Locked rudders/ailerons/gustlock,0,0.0
1981,Loss of control,0,0.0
1981,Loss of situational awareness,0,0.0
1981,Low visibility,0,0.0
1981,Mid air collision,4,0.0
1981,Missing,0,0.0
1981,Navigational error,0,0.0
1981,Overloaded,21,1.0
1981,Passenger door failure,0,0.0
1981,Premature gear retraction on take-off,0,0.0
1981,Runway excursion,0,0.0
1981,Runway incursion,0,0.0
1981,Sabotage,0,0.0
1981,Shot down from the ground,0,0.0
1981,Shutdown of wrong engine,0,0.0
1981,Simulated engine failure,0,0.0
1981,Tail failure,0,0.0
1981,Tailstrike,0,0.0
1981,Thunderstorm,0,0.0
1981,Turbulence,17,0.0
1981,Uncontained engine failure,0,71.0
1981,VFR flight in IMC,0,0.0
1981,Wheel(s) up landing,0,0.0
1981,Windshear/downdraft,0,0.0
1981,Wing failure,0,0.0
1981,Wrong installation of parts,0,0.0
1981,Wrong takeoff configuration (flaps/trim),0,0.0
1982,All engine powerloss,0,0.0
1982,Bird strike,0,0.0
1982,Cargo door failure,0,0.0
1982,Cargo fire/smoke,0,0.0
1982,Cause undetermined,150,300.0
1982,Centre of Gravity outside limits,0,0.0
1982,Controlled Flight Into Terrain,11,9.0
1982,Distraction in cockpit,0,0.0
1982,Ditching,0,0.0
1982,Engine separation,0,0.0
1982,Failure to follow AD and SB's,0,0.0
1982,Flightcrew  un(der)qualified,0,0.0
1982,Flightcrew incapacitation,0,0.0
1982,"Flightcrew member's alcohol, drug usage",0,0.0
1982,Forced landing on runway,0,0.0
1982,Forced landing outside airport,0,0.0
1982,Fuel starvation,0,0.0
1982,Fuselage failure,0,0.0
1982,Ground collision,0,0.0
1982,Hijack,0,0.0
1982,Icing,0,0.0
1982,Insufficient rest / fatigue,0,0.0
1982,Landing or takeoff on wrong runway,0,0.0
1982,Lightningstrike,0,0.0
1982,Locked rudders/ailerons/gustlock,0,0.0
1982,Loss of control,17,94.0
1982,Loss of situational awareness,0,0.0
1982,Low visibility,0,0.0
1982,Mid air collision,0,0.0
1982,Missing,0,0.0
1982,Navigational error,0,0.0
1982,Overloaded,16,0.0
1982,Passenger door failure,0,0.0
1982,Premature gear retraction on take-off,0,0.0
1982,Runway excursion,0,0.0
1982,Runway incursion,11,0.0
1982,Sabotage,0,0.0
1982,Shot down from the ground,0,0.0
1982,Shutdown of wrong engine,0,0.0
1982,Simulated engine failure,0,0.0
1982,Tail failure,0,0.0
1982,Tailstrike,0,0.0
1982,Thunderstorm,0,0.0
1982,Turbulence,0,0.0
1982,Uncontained engine failure,0,0.0
1982,VFR flight in IMC,0,0.0
1982,Wheel(s) up landing,0,0.0
1982,Windshear/downdraft,145,0.0
1982,Wing failure,0,0.0
1982,Wrong installation of parts,0,0.0
1982,Wrong takeoff configuration (flaps/trim),0,0.0
1983,All engine powerloss,0,0.0
1983,Bird strike,0,0.0
1983,Cargo door failure,0,0.0
1983,Cargo fire/smoke,0,0.0
1983,Cause undetermined,151,541.0
1983,Centre of Gravity outside limits,2,0.0
1983,Controlled Flight Into Terrain,53,19.0
1983,Distraction in cockpit,0,0.0
1983,Ditching,0,0.0
1983,Engine separation,0,0.0
1983,Failure to follow AD and SB's,0,0.0
1983,Flightcrew  un(der)qualified,0,0.0
1983,Flightcrew incapacitation,0,0.0
1983,"Flightcrew member's alcohol, drug usage",0,0.0
1983,Forced landing on runway,0,0.0
1983,Forced landing outside airport,0,0.0
1983,Fuel starvation,0,0.0
1983,Fuselage failure,0,0.0
1983,Ground collision,0,0.0
1983,Hijack,0,515.0
1983,Icing,0,0.0
1983,Insufficient rest / fatigue,0,0.0
1983,Landing or takeoff on wrong runway,0,0.0
1983,Lightningstrike,0,0.0
1983,Locked rudders/ailerons/gustlock,0,0.0
1983,Loss of control,0,2.0
1983,Loss of situational awareness,0,0.0
1983,Low visibility,0,0.0
1983,Mid air collision,0,0.0
1983,Missing,0,0.0
1983,Navigational error,0,0.0
1983,Overloaded,0,0.0
1983,Passenger door failure,0,0.0
1983,Premature gear retraction on take-off,0,0.0
1983,Runway excursion,0,0.0
1983,Runway incursion,51,45.0
1983,Sabotage,0,0.0
1983,Shot down from the ground,0,0.0
1983,Shutdown of wrong engine,0,0.0
1983,Simulated engine failure,0,0.0
1983,Tail failure,0,0.0
1983,Tailstrike,0,0.0
1983,Thunderstorm,0,0.0
1983,Turbulence,2,10.0
1983,Uncontained engine failure,0,0.0
1983,VFR flight in IMC,0,0.0
1983,Wheel(s) up landing,0,0.0
1983,Windshear/downdraft,0,0.0
1983,Wing failure,0,0.0
1983,Wrong installation of parts,0,0.0
1983,Wrong takeoff configuration (flaps/trim),0,0.0
1984,All engine powerloss,0,0.0
1984,Bird strike,0,0.0
1984,Cargo door failure,0,0.0
1984,Cargo fire/smoke,0,0.0
1984,Cause undetermined,23,33.0
1984,Centre of Gravity outside limits,0,0.0
1984,Controlled Flight Into Terrain,0,0.0
1984,Distraction in cockpit,0,0.0
1984,Ditching,0,0.0
1984,Engine separation,0,0.0
1984,Failure to follow AD and SB's,0,0.0
1984,Flightcrew  un(der)qualified,0,0.0
1984,Flightcrew incapacitation,0,0.0
1984,"Flightcrew member's alcohol, drug usage",0,0.0
1984,Forced landing on runway,0,0.0
1984,Forced landing outside airport,0,0.0
1984,Fuel starvation,1,1.0
1984,Fuselage failure,0,0.0
1984,Ground collision,0,0.0
1984,Hijack,0,108.0
1984,Icing,0,0.0
1984,Insufficient rest / fatigue,0,0.0
1984,Landing or takeoff on wrong runway,3,0.0
1984,Lightningstrike,0,0.0
1984,Locked rudders/ailerons/gustlock,0,0.0
1984,Loss of control,0,0.0
1984,Loss of situational awareness,0,0.0
1984,Low visibility,0,0.0
1984,Mid air collision,0,0.0
1984,Missing,0,0.0
1984,Navigational error,0,0.0
1984,Overloaded,0,0.0
1984,Passenger door failure,0,0.0
1984,Premature gear retraction on take-off,0,0.0
1984,Runway excursion,0,0.0
1984,Runway incursion,0,0.0
1984,Sabotage,0,0.0
1984,Shot down from the ground,0,0.0
1984,Shutdown of wrong engine,0,0.0
1984,Simulated engine failure,1,2.0
1984,Tail failure,0,0.0
1984,Tailstrike,0,0.0
1984,Thunderstorm,0,0.0
1984,Turbulence,0,0.0
1984,Uncontained engine failure,0,0.0
1984,VFR flight in IMC,0,0.0
1984,Wheel(s) up landing,0,0.0
1984,Windshear/downdraft,0,0.0
1984,Wing failure,0,0.0
1984,Wrong installation of parts,0,0.0
1984,Wrong takeoff configuration (flaps/trim),0,0.0
1985,All engine powerloss,0,0.0
1985,Bird strike,0,0.0
