,year,key,deaths,survivors
124,1971,Bahamas,0,0.0
125,1971,Bahrain,0,0.0
126,1971,Bangladesh,0,0.0
127,1971,Belarus,0,0.0
128,1971,Belgium,0,0.0
129,1971,Belize,0,0.0
130,1971,Botswana,0,0.0
131,1971,Brazil,0,0.0
132,1971,Bulgaria,0,0.0
133,1971,Cambodia,0,0.0
134,1971,Cameroon,0,0.0
135,1971,Canada,0,0.0
136,1971,Chile,0,0.0
137,1971,China,0,0.0
138,1971,Colombia,0,0.0
139,1971,Congo,0,0.0
140,1971,Costa Rica,0,0.0
141,1971,Croatia,0,0.0
142,1971,Cuba,0,0.0
143,1971,Denmark,0,0.0
144,1971,Dominican Republic,0,0.0
145,1971,Ecuador,3,0.0
146,1971,Egypt,0,0.0
147,1971,Equatorial Guinea,0,0.0
148,1971,Ethiopia,0,0.0
149,1971,Fiji,0,0.0
150,1971,France,6,0.0
151,1971,Gabon,0,0.0
152,1971,Georgia,0,0.0
153,1971,Germany,0,0.0
154,1971,Ghana,0,0.0
155,1971,Greece,0,0.0
156,1971,Guatemala,0,0.0
157,1971,Guinea,0,0.0
158,1971,Guyana,0,0.0
159,1971,Haiti,0,0.0
160,1971,Honduras,0,0.0
161,1971,Hungary,49,0.0
162,1971,Iceland,0,0.0
163,1971,India,21,10.0
164,1971,Indonesia,0,0.0
165,1971,Ireland,0,0.0
166,1971,Israel,0,0.0
167,1971,Italy,0,0.0
168,1971,Japan,162,0.0
169,1971,Jordan,0,0.0
170,1971,Kazakhstan,0,0.0
171,1971,Kenya,0,0.0
172,1971,Kyrgyzstan,0,0.0
173,1971,Latvia,0,0.0
174,1971,Lebanon,0,0.0
175,1971,Lesotho,0,0.0
176,1971,Libya,0,0.0
177,1971,Lithuania,0,0.0
178,1971,Luxembourg,0,0.0
179,1971,Malawi,0,0.0
180,1971,Malaysia,0,0.0
181,1971,Maldives,0,0.0
182,1971,Mexico,0,0.0
183,1971,Mongolia,0,0.0
184,1971,Morocco,0,0.0
185,1971,Mozambique,0,0.0
186,1971,Myanmar,0,0.0
187,1971,Nepal,0,0.0
188,1971,Netherlands,0,0.0
189,1971,New Zealand,0,0.0
190,1971,Nicaragua,0,0.0
191,1971,Nigeria,0,0.0
192,1971,Norway,0,0.0
193,1971,Pakistan,4,0.0
194,1971,Panama,0,0.0
195,1971,Papua New Guinea,0,0.0
196,1971,Paraguay,0,0.0
197,1971,Peru,0,0.0
198,1971,Philippines,0,0.0
199,1971,Poland,0,0.0
200,1971,Portugal,0,0.0
201,1971,Romania,0,0.0
202,1971,Saudi Arabia,0,0.0
203,1971,Senegal,0,0.0
204,1971,Sierra Leone,0,0.0
205,1971,Singapore,0,0.0
206,1971,Slovakia,0,0.0
207,1971,Slovenia,0,0.0
208,1971,Somalia,0,0.0
209,1971,South Africa,0,0.0
210,1971,Spain,0,0.0
211,1971,Sri Lanka,0,0.0
212,1971,Sudan,10,32.0
213,1971,Sweden,0,0.0
214,1971,Switzerland,0,0.0
215,1971,Tajikistan,0,0.0
216,1971,Thailand,0,0.0
217,1971,Togo,0,0.0
218,1971,Tunisia,0,0.0
219,1971,Turkey,0,0.0
220,1971,Turkmenistan,0,0.0
221,1971,Uganda,0,0.0
222,1971,Ukraine,48,0.0
223,1971,United Arab Emirates,0,0.0
224,1971,United States of America,98,79.0
225,1971,Uruguay,0,0.0
226,1971,Uzbekistan,0,0.0
227,1971,Vanuatu,0,0.0
5636,1971,Worldwide,401,121.0
228,1971,Yemen,0,0.0
229,1971,Zimbabwe,0,0.0
230,1972,Afghanistan,0,0.0
231,1972,Algeria,0,0.0
232,1972,Angola,22,3.0
233,1972,Antigua and Barbuda,0,0.0
234,1972,Argentina,0,0.0
235,1972,Armenia,0,0.0
236,1972,Australia,25,6.0
237,1972,Austria,0,0.0
238,1972,Azerbaijan,0,0.0
239,1972,Bahamas,0,0.0
240,1972,Bahrain,0,0.0
241,1972,Bangladesh,0,0.0
242,1972,Belarus,0,0.0
243,1972,Belgium,3,98.0
244,1972,Belize,0,0.0
245,1972,Botswana,0,0.0
246,1972,Brazil,0,0.0
247,1972,Bulgaria,0,0.0
248,1972,Cambodia,0,0.0
249,1972,Cameroon,0,0.0
250,1972,Canada,3,0.0
251,1972,Chile,0,0.0
252,1972,China,0,0.0
253,1972,Colombia,17,0.0
254,1972,Congo,0,0.0
255,1972,Costa Rica,0,0.0
256,1972,Croatia,0,0.0
257,1972,Cuba,0,0.0
258,1972,Denmark,0,0.0
259,1972,Dominican Republic,0,0.0
260,1972,Ecuador,0,0.0
261,1972,Egypt,6,0.0
262,1972,Equatorial Guinea,0,0.0
263,1972,Ethiopia,11,0.0
264,1972,Fiji,0,0.0
265,1972,France,60,8.0
266,1972,Gabon,0,0.0
267,1972,Georgia,0,0.0
268,1972,Germany,164,5.0
269,1972,Ghana,0,0.0
270,1972,Greece,37,16.0
271,1972,Guatemala,0,0.0
272,1972,Guinea,0,0.0
273,1972,Guyana,0,0.0
274,1972,Haiti,0,0.0
275,1972,Honduras,0,0.0
276,1972,Hungary,0,0.0
277,1972,Iceland,0,0.0
278,1972,India,0,0.0
279,1972,Indonesia,0,0.0
280,1972,Ireland,0,0.0
281,1972,Israel,0,0.0
282,1972,Italy,27,0.0
283,1972,Japan,61,15.0
284,1972,Jordan,0,0.0
285,1972,Kazakhstan,102,0.0
286,1972,Kenya,0,0.0
287,1972,Kyrgyzstan,0,0.0
288,1972,Latvia,0,0.0
289,1972,Lebanon,0,0.0
290,1972,Lesotho,0,0.0
291,1972,Libya,0,0.0
292,1972,Lithuania,0,0.0
293,1972,Luxembourg,0,0.0
294,1972,Malawi,0,0.0
295,1972,Malaysia,0,0.0
296,1972,Maldives,0,0.0
297,1972,Mexico,0,0.0
298,1972,Mongolia,0,0.0
299,1972,Morocco,0,0.0
300,1972,Mozambique,0,0.0
301,1972,Myanmar,0,0.0
302,1972,Nepal,31,0.0
303,1972,Netherlands,0,0.0
304,1972,New Zealand,0,0.0
305,1972,Nicaragua,0,0.0
306,1972,Nigeria,0,0.0
307,1972,Norway,17,0.0
308,1972,Pakistan,0,0.0
309,1972,Panama,0,0.0
310,1972,Papua New Guinea,0,0.0
311,1972,Paraguay,0,0.0
312,1972,Peru,0,0.0
313,1972,Philippines,0,0.0
314,1972,Poland,0,0.0
315,1972,Portugal,0,0.0
316,1972,Romania,0,0.0
317,1972,Saudi Arabia,0,0.0
318,1972,Senegal,0,0.0
319,1972,Sierra Leone,0,0.0
320,1972,Singapore,0,0.0
321,1972,Slovakia,0,0.0
322,1972,Slovenia,0,0.0
323,1972,Somalia,0,0.0
324,1972,South Africa,0,0.0
325,1972,Spain,10,0.0
326,1972,Sri Lanka,0,0.0
327,1972,Sudan,0,0.0
328,1972,Sweden,0,0.0
329,1972,Switzerland,2,0.0
330,1972,Tajikistan,0,0.0
331,1972,Thailand,0,0.0
332,1972,Togo,0,0.0
333,1972,Tunisia,0,0.0
334,1972,Turkey,0,0.0
335,1972,Turkmenistan,0,0.0
336,1972,Uganda,0,0.0
337,1972,Ukraine,122,0.0
338,1972,United Arab Emirates,0,0.0
339,1972,United States of America,104,124.0
340,1972,Uruguay,0,0.0
341,1972,Uzbekistan,0,0.0
342,1972,Vanuatu,1,7.0
5637,1972,Worldwide,825,282.0
343,1972,Yemen,0,0.0
344,1972,Zimbabwe,0,0.0
345,1973,Afghanistan,0,0.0
346,1973,Algeria,0,0.0
347,1973,Angola,0,0.0
348,1973,Antigua and Barbuda,0,0.0
349,1973,Argentina,0,74.0
350,1973,Armenia,0,0.0
351,1973,Australia,0,0.0
352,1973,Austria,0,0.0
353,1973,Azerbaijan,56,8.0
354,1973,Bahamas,0,0.0
355,1973,Bahrain,0,0.0
356,1973,Bangladesh,0,0.0
357,1973,Belarus,0,0.0
358,1973,Belgium,0,0.0
359,1973,Belize,0,0.0
360,1973,Botswana,0,0.0
361,1973,Brazil,154,68.0
362,1973,Bulgaria,0,0.0
363,1973,Cambodia,0,0.0
364,1973,Cameroon,0,0.0
365,1973,Canada,0,0.0
366,1973,Chile,0,0.0
367,1973,China,0,0.0
368,1973,Colombia,42,93.0
369,1973,Congo,0,0.0
370,1973,Costa Rica,0,0.0
371,1973,Croatia,0,0.0
372,1973,Cuba,0,0.0
373,1973,Denmark,0,0.0
374,1973,Dominican Republic,0,0.0
375,1973,Ecuador,0,0.0
376,1973,Egypt,0,0.0
377,1973,Equatorial Guinea,0,0.0
378,1973,Ethiopia,0,0.0
379,1973,Fiji,0,0.0
380,1973,France,1,109.0
381,1973,Gabon,0,0.0
382,1973,Georgia,16,59.0
383,1973,Germany,0,0.0
384,1973,Ghana,0,0.0
385,1973,Greece,0,0.0
386,1973,Guatemala,0,0.0
387,1973,Guinea,0,0.0
388,1973,Guyana,0,0.0
389,1973,Haiti,0,0.0
390,1973,Honduras,0,0.0
391,1973,Hungary,0,0.0
392,1973,Iceland,0,128.0
393,1973,India,48,17.0
394,1973,Indonesia,0,0.0
395,1973,Ireland,0,0.0
396,1973,Israel,0,0.0
397,1973,Italy,0,0.0
398,1973,Japan,0,0.0
399,1973,Jordan,0,0.0
400,1973,Kazakhstan,0,0.0
401,1973,Kenya,0,0.0
402,1973,Kyrgyzstan,0,0.0
403,1973,Latvia,0,0.0
404,1973,Lebanon,0,0.0
405,1973,Lesotho,0,0.0
406,1973,Libya,0,0.0
407,1973,Lithuania,51,0.0
408,1973,Luxembourg,0,0.0
409,1973,Malawi,0,0.0
410,1973,Malaysia,0,0.0
411,1973,Maldives,0,0.0
412,1973,Mexico,27,0.0
413,1973,Mongolia,0,0.0
414,1973,Morocco,0,0.0
415,1973,Mozambique,0,0.0
416,1973,Myanmar,0,0.0
417,1973,Nepal,0,0.0
418,1973,Netherlands,0,0.0
419,1973,New Zealand,0,0.0
420,1973,Nicaragua,0,0.0
421,1973,Nigeria,0,0.0
422,1973,Norway,0,0.0
423,1973,Pakistan,0,0.0
424,1973,Panama,0,0.0
425,1973,Papua New Guinea,0,0.0
426,1973,Paraguay,0,0.0
427,1973,Peru,0,0.0
428,1973,Philippines,0,0.0
429,1973,Poland,0,0.0
430,1973,Portugal,0,0.0
431,1973,Romania,0,0.0
432,1973,Saudi Arabia,0,0.0
433,1973,Senegal,0,0.0
434,1973,Sierra Leone,0,0.0
435,1973,Singapore,0,0.0
436,1973,Slovakia,0,0.0
437,1973,Slovenia,0,0.0
438,1973,Somalia,0,0.0
439,1973,South Africa,0,0.0
440,1973,Spain,0,168.0
441,1973,Sri Lanka,0,0.0
442,1973,Sudan,0,0.0
443,1973,Sweden,0,0.0
444,1973,Switzerland,0,0.0
445,1973,Tajikistan,0,0.0
446,1973,Thailand,0,0.0
447,1973,Togo,0,0.0
448,1973,Tunisia,0,0.0
449,1973,Turkey,0,0.0
450,1973,Turkmenistan,0,0.0
451,1973,Uganda,0,0.0
452,1973,Ukraine,0,0.0
453,1973,United Arab Emirates,0,0.0
454,1973,United States of America,143,275.0
455,1973,Uruguay,0,0.0
456,1973,Uzbekistan,108,0.0
457,1973,Vanuatu,0,0.0
5638,1973,Worldwide,646,999.0
458,1973,Yemen,0,0.0
459,1973,Zimbabwe,0,0.0
460,1974,Afghanistan,0,0.0
461,1974,Algeria,0,0.0
462,1974,Angola,0,0.0
463,1974,Antigua and Barbuda,0,0.0
464,1974,Argentina,0,0.0
465,1974,Armenia,0,0.0
466,1974,Australia,0,0.0
467,1974,Austria,0,0.0
468,1974,Azerbaijan,0,0.0
469,1974,Bahamas,0,0.0
470,1974,Bahrain,0,0.0
471,1974,Bangladesh,0,0.0
472,1974,Belarus,0,0.0
473,1974,Belgium,0,0.0
474,1974,Belize,0,0.0
475,1974,Botswana,0,0.0
476,1974,Brazil,0,0.0
477,1974,Bulgaria,0,0.0
478,1974,Cambodia,0,0.0
479,1974,Cameroon,0,0.0
480,1974,Canada,32,2.0
481,1974,Chile,0,0.0
482,1974,China,0,0.0
483,1974,Colombia,2,4.0
484,1974,Congo,0,0.0
485,1974,Costa Rica,0,0.0
486,1974,Croatia,0,0.0
487,1974,Cuba,0,0.0
488,1974,Denmark,0,0.0
489,1974,Dominican Republic,0,0.0
490,1974,Ecuador,0,0.0
491,1974,Egypt,0,0.0
492,1974,Equatorial Guinea,0,0.0
493,1974,Ethiopia,2,22.0
494,1974,Fiji,0,0.0
495,1974,France,0,0.0
496,1974,Gabon,0,0.0
497,1974,Georgia,0,0.0
498,1974,Germany,0,0.0
499,1974,Ghana,0,0.0
500,1974,Greece,0,0.0
501,1974,Guatemala,0,0.0
502,1974,Guinea,0,0.0
503,1974,Guyana,0,0.0
504,1974,Haiti,0,0.0
505,1974,Honduras,0,0.0
506,1974,Hungary,0,0.0
507,1974,Iceland,0,0.0
508,1974,India,0,0.0
509,1974,Indonesia,33,3.0
510,1974,Ireland,0,0.0
511,1974,Israel,0,0.0
512,1974,Italy,0,0.0
513,1974,Japan,0,0.0
514,1974,Jordan,0,0.0
515,1974,Kazakhstan,0,0.0
516,1974,Kenya,0,0.0
517,1974,Kyrgyzstan,0,0.0
518,1974,Latvia,0,0.0
519,1974,Lebanon,0,0.0
520,1974,Lesotho,0,0.0
521,1974,Libya,0,0.0
522,1974,Lithuania,0,0.0
523,1974,Luxembourg,0,0.0
524,1974,Malawi,0,0.0
525,1974,Malaysia,0,0.0
526,1974,Maldives,0,0.0
527,1974,Mexico,0,0.0
528,1974,Mongolia,0,0.0
529,1974,Morocco,0,0.0
530,1974,Mozambique,0,0.0
531,1974,Myanmar,0,0.0
532,1974,Nepal,0,0.0
533,1974,Netherlands,0,0.0
534,1974,New Zealand,0,0.0
535,1974,Nicaragua,0,0.0
536,1974,Nigeria,0,0.0
537,1974,Norway,0,0.0
538,1974,Pakistan,0,0.0
539,1974,Panama,0,0.0
540,1974,Papua New Guinea,0,0.0
541,1974,Paraguay,0,0.0
542,1974,Peru,0,0.0
543,1974,Philippines,0,0.0
544,1974,Poland,0,0.0
545,1974,Portugal,0,0.0
546,1974,Romania,0,0.0
547,1974,Saudi Arabia,0,0.0
548,1974,Senegal,0,0.0
549,1974,Sierra Leone,0,0.0
550,1974,Singapore,0,0.0
551,1974,Slovakia,0,0.0
552,1974,Slovenia,0,0.0
553,1974,Somalia,0,0.0
554,1974,South Africa,0,0.0
555,1974,Spain,0,0.0
556,1974,Sri Lanka,0,0.0
557,1974,Sudan,0,0.0
558,1974,Sweden,0,0.0
559,1974,Switzerland,0,0.0
560,1974,Tajikistan,0,0.0
561,1974,Thailand,0,0.0
562,1974,Togo,3,3.0
563,1974,Tunisia,0,0.0
564,1974,Turkey,0,0.0
565,1974,Turkmenistan,0,0.0
566,1974,Uganda,0,0.0
567,1974,Ukraine,0,0.0
568,1974,United Arab Emirates,0,0.0
569,1974,United States of America,88,16.0
570,1974,Uruguay,0,0.0
571,1974,Uzbekistan,0,0.0
572,1974,Vanuatu,0,0.0
5639,1974,Worldwide,160,50.0
573,1974,Yemen,0,0.0
574,1974,Zimbabwe,0,0.0
575,1975,Afghanistan,0,0.0
576,1975,Algeria,0,0.0
577,1975,Angola,0,0.0
578,1975,Antigua and Barbuda,0,0.0
579,1975,Argentina,0,0.0
580,1975,Armenia,40,0.0
581,1975,Australia,11,0.0
582,1975,Austria,0,0.0
583,1975,Azerbaijan,0,0.0
584,1975,Bahamas,0,0.0
585,1975,Bahrain,0,0.0
586,1975,Bangladesh,0,0.0
587,1975,Belarus,0,0.0
588,1975,Belgium,0,0.0
589,1975,Belize,0,0.0
590,1975,Botswana,0,0.0
591,1975,Brazil,0,0.0
592,1975,Bulgaria,3,42.0
593,1975,Cambodia,0,0.0
594,1975,Cameroon,0,0.0
595,1975,Canada,0,26.0
596,1975,Chile,0,0.0
597,1975,China,0,0.0
598,1975,Colombia,10,5.0
599,1975,Congo,0,0.0
600,1975,Costa Rica,0,0.0
601,1975,Croatia,0,0.0
602,1975,Cuba,0,0.0
603,1975,Denmark,0,0.0
604,1975,Dominican Republic,0,0.0
605,1975,Ecuador,0,0.0
606,1975,Egypt,0,0.0
607,1975,Equatorial Guinea,0,0.0
608,1975,Ethiopia,0,0.0
609,1975,Fiji,0,0.0
610,1975,France,0,394.0
611,1975,Gabon,0,0.0
612,1975,Georgia,0,0.0
613,1975,Germany,0,0.0
614,1975,Ghana,0,0.0
615,1975,Greece,0,0.0
616,1975,Guatemala,0,0.0
617,1975,Guinea,0,0.0
618,1975,Guyana,0,0.0
619,1975,Haiti,0,0.0
620,1975,Honduras,0,0.0
621,1975,Hungary,0,0.0
622,1975,Iceland,0,0.0
623,1975,India,0,0.0
624,1975,Indonesia,0,0.0
625,1975,Ireland,0,0.0
626,1975,Israel,0,0.0
627,1975,Italy,0,0.0
628,1975,Japan,0,121.0
629,1975,Jordan,188,0.0
630,1975,Kazakhstan,0,0.0
631,1975,Kenya,0,19.0
632,1975,Kyrgyzstan,0,0.0
633,1975,Latvia,0,0.0
634,1975,Lebanon,0,0.0
635,1975,Lesotho,0,0.0
636,1975,Libya,0,0.0
637,1975,Lithuania,0,0.0
638,1975,Luxembourg,0,0.0
639,1975,Malawi,0,0.0
640,1975,Malaysia,0,0.0
641,1975,Maldives,0,0.0
642,1975,Mexico,0,0.0
643,1975,Mongolia,0,0.0
644,1975,Morocco,0,0.0
645,1975,Mozambique,0,0.0
646,1975,Myanmar,0,0.0
647,1975,Nepal,0,0.0
648,1975,Netherlands,0,0.0
649,1975,New Zealand,0,0.0
650,1975,Nicaragua,21,0.0
651,1975,Nigeria,0,0.0
652,1975,Norway,0,0.0
653,1975,Pakistan,0,0.0
654,1975,Panama,0,0.0
655,1975,Papua New Guinea,0,0.0
656,1975,Paraguay,0,0.0
657,1975,Peru,0,0.0
658,1975,Philippines,1,63.0
659,1975,Poland,0,0.0
660,1975,Portugal,11,0.0
661,1975,Romania,0,0.0
662,1975,Saudi Arabia,0,0.0
663,1975,Senegal,0,0.0
664,1975,Sierra Leone,0,0.0
665,1975,Singapore,0,0.0
666,1975,Slovakia,0,0.0
667,1975,Slovenia,0,0.0
668,1975,Somalia,0,0.0
669,1975,South Africa,0,0.0
670,1975,Spain,0,0.0
671,1975,Sri Lanka,0,0.0
672,1975,Sudan,0,0.0
673,1975,Sweden,0,0.0
674,1975,Switzerland,0,0.0
675,1975,Tajikistan,0,0.0
676,1975,Thailand,0,0.0
677,1975,Togo,0,0.0
678,1975,Tunisia,0,0.0
679,1975,Turkey,0,0.0
680,1975,Turkmenistan,0,0.0
681,1975,Uganda,0,0.0
682,1975,Ukraine,0,0.0
683,1975,United Arab Emirates,0,0.0
684,1975,United States of America,16,419.0
685,1975,Uruguay,0,57.0
686,1975,Uzbekistan,0,0.0
687,1975,Vanuatu,0,0.0
5640,1975,Worldwide,301,1146.0
688,1975,Yemen,0,0.0
689,1975,Zimbabwe,0,0.0
690,1976,Afghanistan,0,0.0
691,1976,Algeria,0,0.0
692,1976,Angola,0,0.0
693,1976,Antigua and Barbuda,0,0.0
694,1976,Argentina,0,0.0
695,1976,Armenia,0,0.0
696,1976,Australia,2,1.0
697,1976,Austria,0,0.0
698,1976,Azerbaijan,0,0.0
699,1976,Bahamas,0,0.0
700,1976,Bahrain,0,0.0
701,1976,Bangladesh,0,0.0
702,1976,Belarus,46,0.0
703,1976,Belgium,0,0.0
704,1976,Belize,0,0.0
705,1976,Botswana,0,0.0
706,1976,Brazil,7,0.0
707,1976,Bulgaria,0,0.0
708,1976,Cambodia,0,0.0
709,1976,Cameroon,0,0.0
710,1976,Canada,0,0.0
711,1976,Chile,0,0.0
712,1976,China,0,0.0
713,1976,Colombia,36,127.0
714,1976,Congo,0,0.0
715,1976,Costa Rica,0,0.0
716,1976,Croatia,0,0.0
717,1976,Cuba,73,0.0
718,1976,Denmark,0,0.0
719,1976,Dominican Republic,0,0.0
720,1976,Ecuador,0,0.0
721,1976,Egypt,0,0.0
722,1976,Equatorial Guinea,0,0.0
723,1976,Ethiopia,0,0.0
724,1976,Fiji,0,0.0
725,1976,France,1,19.0
726,1976,Gabon,0,0.0
727,1976,Georgia,0,0.0
728,1976,Germany,0,0.0
729,1976,Ghana,0,0.0
730,1976,Greece,50,0.0
731,1976,Guatemala,0,0.0
732,1976,Guinea,0,0.0
733,1976,Guyana,0,0.0
734,1976,Haiti,0,0.0
735,1976,Honduras,0,0.0
736,1976,Hungary,0,0.0
737,1976,Iceland,0,0.0
738,1976,India,95,0.0
739,1976,Indonesia,0,0.0
740,1976,Ireland,0,0.0
741,1976,Israel,0,0.0
742,1976,Italy,0,0.0
743,1976,Japan,0,0.0
744,1976,Jordan,0,0.0
745,1976,Kazakhstan,0,0.0
746,1976,Kenya,0,0.0
747,1976,Kyrgyzstan,0,0.0
748,1976,Latvia,0,0.0
749,1976,Lebanon,0,0.0
750,1976,Lesotho,0,0.0
751,1976,Libya,0,0.0
752,1976,Lithuania,0,0.0
753,1976,Luxembourg,0,0.0
754,1976,Malawi,0,0.0
755,1976,Malaysia,0,0.0
756,1976,Maldives,0,0.0
757,1976,Mexico,0,24.0
758,1976,Mongolia,0,0.0
759,1976,Morocco,0,0.0
760,1976,Mozambique,0,0.0
761,1976,Myanmar,0,0.0
762,1976,Nepal,0,0.0
763,1976,Netherlands,0,0.0
764,1976,New Zealand,0,0.0
765,1976,Nicaragua,0,0.0
766,1976,Nigeria,0,0.0
767,1976,Norway,0,0.0
768,1976,Pakistan,0,0.0
769,1976,Panama,2,0.0
770,1976,Papua New Guinea,0,0.0
771,1976,Paraguay,0,0.0
772,1976,Peru,30,0.0
773,1976,Philippines,0,0.0
774,1976,Poland,0,0.0
775,1976,Portugal,2,0.0
776,1976,Romania,0,0.0
777,1976,Saudi Arabia,0,0.0
778,1976,Senegal,0,0.0
779,1976,Sierra Leone,0,0.0
780,1976,Singapore,0,9.0
781,1976,Slovakia,0,0.0
782,1976,Slovenia,0,0.0
783,1976,Somalia,0,0.0
784,1976,South Africa,0,0.0
785,1976,Spain,12,20.0
786,1976,Sri Lanka,0,0.0
787,1976,Sudan,0,0.0
788,1976,Sweden,0,0.0
789,1976,Switzerland,0,0.0
790,1976,Tajikistan,0,0.0
791,1976,Thailand,0,0.0
792,1976,Togo,0,0.0
793,1976,Tunisia,0,0.0
794,1976,Turkey,154,0.0
795,1976,Turkmenistan,0,0.0
796,1976,Uganda,0,0.0
797,1976,Ukraine,0,0.0
798,1976,United Arab Emirates,0,0.0
799,1976,United States of America,38,91.0
800,1976,Uruguay,0,0.0
801,1976,Uzbekistan,0,0.0
802,1976,Vanuatu,0,0.0
5641,1976,Worldwide,548,291.0
803,1976,Yemen,0,0.0
804,1976,Zimbabwe,0,0.0
805,1977,Afghanistan,0,0.0
806,1977,Algeria,0,0.0
807,1977,Angola,0,0.0
808,1977,Antigua and Barbuda,0,0.0
809,1977,Argentina,52,33.0
810,1977,Armenia,0,0.0
811,1977,Australia,0,0.0
812,1977,Austria,0,0.0
813,1977,Azerbaijan,0,0.0
814,1977,Bahamas,0,0.0
815,1977,Bahrain,0,0.0
816,1977,Bangladesh,0,0.0
817,1977,Belarus,0,0.0
818,1977,Belgium,0,0.0
819,1977,Belize,0,0.0
820,1977,Botswana,0,0.0
821,1977,Brazil,0,0.0
822,1977,Bulgaria,0,0.0
823,1977,Cambodia,0,0.0
824,1977,Cameroon,0,0.0
825,1977,Canada,0,0.0
826,1977,Chile,0,0.0
827,1977,China,0,0.0
828,1977,Colombia,0,0.0
829,1977,Congo,0,0.0
830,1977,Costa Rica,4,0.0
831,1977,Croatia,0,0.0
832,1977,Cuba,0,0.0
833,1977,Denmark,0,0.0
834,1977,Dominican Republic,0,0.0
